Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
12122005,2/10/2014,Private Room in Bushwick Warehouse,Brooklyn,Apartment,,Private room,11237,1,1,0,20,
7524977,7/16/2013,Beautiful Modern Asbury Apartment,Manhattan,Apartment,,Entire home/apt,7712,1,1,0,150,
37726956,7/6/2015,Wall Street Studio*Free Breakfast,Manhattan,Apartment,,Entire home/apt,10005,1,1,0,300,
38257310,7/12/2015,Spacious Room in Washington Heights,Manhattan,Apartment,100,Private room,10032,1,1,3,70,100
241678,9/21/2010,La Petite Rouge dans L.E.S.,Manhattan,Apartment,90,Entire home/apt,10002,1,1,75,120,94
3941089,10/21/2012,Huge Sunny Studio - East Village,Manhattan,Apartment,95,Entire home/apt,10009,1,1,9,79,96
7286966,7/4/2013,East Village! Mario's Room! View!,Manhattan,Apartment,85,Private room,10009,1,1,54,130,86
956379,8/11/2011,Park Slope townhouse apartment,Brooklyn,Apartment,90,Entire home/apt,11215,4,1,3,130,93
36755755,6/25/2015,Upper East Side 1 BR Apartment,Manhattan,Apartment,100,Entire home/apt,10075,1,1,2,160,100
7273134,7/3/2013,Beautiful Apt on Upper West Side,Manhattan,Apartment,85,Private room,10024,1,1,28,119,89
2206506,4/23/2012,Upper Duplex in Brooklyn Brownstone,Brooklyn,House,90,Entire home/apt,11221,2,1,3,189,93
6683775,6/1/2013,Beautiful Spacious Brooklyn Room,Brooklyn,Apartment,90,Private room,11237,1,1,6,80,93
17418901,6/29/2014,East Village 1-Bedroom,Manhattan,Apartment,,Entire home/apt,10003,1,1,0,225,
42492290,8/25/2015,Charming duplex in manhattan,Manhattan,Apartment,,Entire home/apt,10002,1,1,1,150,
8893808,9/17/2013,Pretty Art Filled Studio Apt Sublet,Manhattan,Apartment,80,Entire home/apt,10012,1,1,1,175,80
29999716,3/25/2015,Contemporary Brooklyn Town House,Brooklyn,House,,Entire home/apt,11215,4,1,0,650,
5148966,2/19/2013,3BR ENTIRE FLOOR of GREAT Townhouse,Brooklyn,Townhouse,100,Entire home/apt,11222,3,1,1,200,100
9119370,9/29/2013,1+ BR by Central Park & museums,Manhattan,Apartment,100,Entire home/apt,10128,1,1,5,120,100
4394871,12/13/2012,COZY TOP FLOOR DWELLING,Brooklyn,Apartment,100,Entire home/apt,11205,3,1,1,60,100
10788865,12/24/2013,Renting apt for a weekend getaway,Manhattan,Apartment,85,Entire home/apt,10032,1,1,50,100,85
32973256,5/9/2015,10 minutes to Manhattan Park slope,Brooklyn,Apartment,,Private room,11217,1,1,0,50,
4354729,12/8/2012,Great Apartment,Manhattan,Apartment,,Shared room,10005,1,1,0,140,
6177242,5/1/2013,3-Bdrm LES Modern Artist Compound,Manhattan,Apartment,90,Entire home/apt,10002,3,1,23,1000,90
643266,5/30/2011,Massive Outdoor Oasis Times Square,Manhattan,Apartment,,Entire home/apt,10019,2,1,0,397,
1542370,12/28/2011,Lovely Apt - Heart of Williamsburg,Brooklyn,Apartment,80,Entire home/apt,11211,1,1,23,140,84
24833732,12/14/2014,1 Bedroom Apt. in Nolita/Chinatown,Manhattan,Apartment,100,Entire home/apt,10013,1,1,3,130,100
13037911,3/11/2014,Perfect Loft Steps from Wythe Hotel,Brooklyn,Apartment,,Entire home/apt,11249,1,1,0,216,
10842335,12/27/2013,1BR Doorman Bldg Boerum Hill BK,Brooklyn,Apartment,,Entire home/apt,11201,1,1,0,135,
16876775,6/16/2014,Sunny Harlem Penthouse Apartment,Manhattan,Apartment,,Entire home/apt,10031,2,1,0,106,
4308068,12/2/2012,QueenSized BK Room w/PRIVATE BATH,Brooklyn,Apartment,100,Private room,11237,1,1,1,65,100
6107119,4/26/2013,Newly Refurbished Room in Brooklyn,Brooklyn,Apartment,80,Private room,11221,1,1,2,60,80
7499240,7/15/2013,GREAT 1BR apt 162st at Amsterdam av,Manhattan,Apartment,90,Entire home/apt,10032,1,1,20,135,93
12280105,2/16/2014,Large Room with Private Bath,Manhattan,Apartment,100,Private room,10032,1,1,2,75,100
8944142,9/19/2013,Great Bedroom in uptown NYC!!,Manhattan,Apartment,,Private room,10034,1,1,0,75,
11137400,1/9/2014,5BDR Steps to Train.  FREE PARKING!,Brooklyn,House,90,Entire home/apt,11213,8,1,32,329,90
7324236,7/6/2013,Serene 4br in Park Slope Brooklyn,Brooklyn,Apartment,90,Entire home/apt,11215,4,1,4,350,90
9101821,9/28/2013,Huge bedroom! One block from subway,Brooklyn,Apartment,90,Private room,11210,1,1,40,45,94
12058024,2/8/2014,Bushwick Room Available,Brooklyn,Apartment,30,Private room,11237,1,1,2,35,30
4425467,12/17/2012,BROOKLYN APARTMENT,Brooklyn,Apartment,95,Entire home/apt,11237,1,1,5,120,96
362418,1/25/2011,BLUE ROOM: GIANT PRIVATE BKLYN LOFT,Brooklyn,Loft,100,Private room,11201,1,1,3,135,100
19695914,8/8/2014,`Room in a Luxury bldg on Wall St,Manhattan,Apartment,,Private room,10005,1,1,0,100,
5450744,3/13/2013,Lovely Apt in Heart of East Village,Manhattan,Apartment,100,Entire home/apt,10003,1,1,7,160,100
63607,12/16/2009,Sunny Room in Tropical Apartment,Brooklyn,Apartment,100,Private room,11211,1,1,1,75,100
417504,3/1/2011,Duplex w/ Terrace @ Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,7,349,100
9817733,11/4/2013,LOVELY ROOM + PRIVATE BATH :),Brooklyn,Apartment,95,Private room,11222,1,1,5,80,96
6273879,5/7/2013,Gorgeous Museum Mile & Central Park,Manhattan,Apartment,90,Private room,10029,1,1,22,150,90
2729755,6/24/2012,Beautiful 1BR with Large Terrace,Manhattan,Apartment,90,Entire home/apt,10016,1,1,2,180,90
13744047,3/31/2014,Large 3BR/2BA DoormanTerrace Sleep8,Manhattan,Apartment,80,Entire home/apt,10010,4,1,10,400,80
8893987,9/17/2013,"Astoria, NY",Queens,Apartment,,Private room,11102,1,1,0,175,
10577784,12/12/2013,Artist Loft close to all,Queens,Apartment,,Entire home/apt,11106,1,1,0,120,
1612492,1/16/2012,AIRY GORGEOUS 2 BEDROOM APARTMENT,Manhattan,Apartment,55,Entire home/apt,10013,2,1,6,345,57
4477354,12/23/2012,Comfy and Quiet Apt in West Village,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,275,
10351284,11/30/2013,"Pleasant Room, West Crown Heights",Brooklyn,Apartment,,Private room,11238,1,1,0,80,
34587929,5/30/2015,Charming Soho Apartment in Nyc,Manhattan,Apartment,,Private room,10012,1,1,0,265,
3120050,7/31/2012,1BDRM in LES NYC Hip Modern/ Clean,Manhattan,Apartment,100,Private room,10002,2,1,16,74,100
22198418,10/6/2014,HOME AWAY FROM HOME,Bronx,House,,Private room,10466,1,1,0,75,
116599,5/1/2010,The Brooklyn Waverly,Brooklyn,Apartment,,Entire home/apt,11238,1,1,0,650,
26410032,1/20/2015,2 bedroom great for families,Manhattan,Apartment,100,Entire home/apt,10038,2,1,1,250,100
31691545,4/21/2015,Art Room,Brooklyn,Loft,,Shared room,11206,1,1,0,50,
24500940,12/4/2014,Lovely Studio next to Park/Subway,Brooklyn,Apartment,90,Entire home/apt,11218,2,1,9,95,93
2306127,5/6/2012,Spacious room near Grand Central,Manhattan,Apartment,95,Private room,10017,1,1,74,145,97
38759129,7/17/2015,Beaver Room - w Free B/Fast,Brooklyn,Loft,100,Private room,11206,1,1,2,85,100
21083965,9/8/2014,Sunny room with full private bath,Brooklyn,Apartment,100,Private room,11237,1,1,1,225,100
3603806,9/18/2012,a gorgeous 1BR in a luxury building,Manhattan,Apartment,,Entire home/apt,10023,2,1,0,208,
2257858,4/30/2012,Charming Colonial House in Bayside,Queens,Apartment,,Shared room,11361,1,1,0,199,
656798,6/2/2011,luxuriously designed apt with yard!,Brooklyn,Apartment,95,Entire home/apt,11233,2,1,12,290,98
31421664,4/17/2015,F. Artist has W. Village Rm. Avail.,Manhattan,Apartment,,Private room,10014,1,1,0,100,
5553132,3/20/2013,Large One Bedroom with Backyard,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,4,125,95
16923685,6/17/2014,Sunny & warm spacious 2BR,Brooklyn,Apartment,80,Entire home/apt,11237,1,1,4,60,80
16510859,6/7/2014,Minimalist loft in Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,31,189,94
8057,2/17/2009,GREAT NEW LOWER EAST SIDE/ SOHO APT,Manhattan,Apartment,85,Entire home/apt,10002,2,1,20,225,89
41810610,8/18/2015,"Room in Midwood, Brooklyn",Brooklyn,Apartment,100,Shared room,11230,1,1,1,50,100
5662963,3/28/2013,1-bedroom apt with great light!,Brooklyn,Apartment,90,Entire home/apt,11226,1,1,2,63,90
25440234,12/31/2014,Perfect Bleecker St WestVillage 2BR,Manhattan,Apartment,95,Entire home/apt,10014,3,1,22,429,95
25495114,1/2/2015,spacious and beautiful apt,Manhattan,Apartment,,Entire home/apt,10009,1,1,0,190,
18319557,7/18/2014,Lovely Apartment in Williamsburg!,Brooklyn,Apartment,100,Entire home/apt,11222,1,1,2,150,100
35106614,6/5/2015,"Private Room - A/C, Clean, Cozy",Brooklyn,House,90,Private room,11204,1,1,2,50,90
13504003,3/24/2014,"Comfortable modernloft , city view",Brooklyn,Loft,,Private room,11221,1,1,0,80,
6932160,6/15/2013,Room in Brooklyn close to the Park,Brooklyn,Apartment,95,Private room,11213,1,1,4,85,95
4198285,11/20/2012,"Gorgeous, Sunny Artists Apartment",Brooklyn,Apartment,90,Entire home/apt,11222,2,1,17,149,91
7366789,7/9/2013,Sunny Apt in Heart of Williamsburg,Brooklyn,Apartment,80,Entire home/apt,11211,1,1,1,145,80
27473001,2/9/2015,Apt in west new york,Brooklyn,Apartment,,Entire home/apt,11228,1,1,0,130,
21422357,9/16/2014,Charming Pacific Lodge,Brooklyn,Apartment,90,Private room,11216,2,1,16,115,92
1192769,9/21/2011,Fun Comfy & Cozy apt Near Subway,Brooklyn,Apartment,95,Entire home/apt,11206,2,1,14,165,97
11081810,1/6/2014,Designer's Large 1BR in Chelsea,Manhattan,Apartment,,Entire home/apt,10001,2,1,0,350,
1911685,3/12/2012,Cosy Studio in Queens near LGA,Queens,Apartment,85,Entire home/apt,11377,2,1,5,110,85
20136355,8/17/2014,"Heart of Nolita, close to SoHo",Manhattan,Apartment,100,Entire home/apt,10012,2,1,1,200,100
1199466,9/23/2011,"Huge, cool, contemporary 1 bed loft",Brooklyn,Apartment,95,Entire home/apt,11211,1,1,26,175,99
4403262,12/14/2012,"HUGE Room, AMAZING Location!",Manhattan,Apartment,100,Private room,10002,1,1,1,119,100
27428908,2/8/2015,Private room in new building,Manhattan,Apartment,,Private room,10027,1,1,0,129,
5851210,4/9/2013,Apartment in a Private Brownstone,Manhattan,House,95,Entire home/apt,10029,1,1,105,150,97
5440087,3/12/2013,Sunny Luxury Bedroom Guest Bathroom,Manhattan,Apartment,90,Private room,10017,1,1,3,203,93
24762401,12/12/2014,Excellent Private Room Large Window,Brooklyn,Apartment,80,Private room,11216,2,1,15,80,81
30379425,3/31/2015,Brooklyn Renovated One Bedroom,Brooklyn,Apartment,,Private room,11237,1,1,0,90,
6234421,5/5/2013,1 BD apt in the heart of Manhattan,Manhattan,Apartment,,Entire home/apt,10022,2,1,0,168,
5300359,3/3/2013,Immaculate 1 bed in Upper West Side,Manhattan,Apartment,95,Entire home/apt,10024,1,1,8,245,98
14974010,5/1/2014,"Spacious, Cozy, Sunny Studio!!!",Manhattan,Apartment,,Entire home/apt,10028,1,1,0,190,
24120303,11/24/2014,Loft Shared Room,Brooklyn,Loft,,Shared room,11206,1,1,0,39,
19322293,8/2/2014,The authentic Brooklyn experience,Brooklyn,Apartment,100,Private room,11233,1,1,6,64,100
256441,10/8/2010,Sunny WBurg 2BR with Skyline Views,Brooklyn,Apartment,,Entire home/apt,11211,2,1,0,800,
30705800,4/6/2015,Artist's Studio Bedroom Greenpoint,Brooklyn,Apartment,,Private room,11222,1,1,0,80,
26706093,1/25/2015,Upper East Side Comfortable Studio,Manhattan,Apartment,100,Entire home/apt,10028,2,1,1,125,100
23249630,11/2/2014,B's Elegant Parlor Suite,Brooklyn,Apartment,100,Entire home/apt,11216,2,1,3,135,100
7479041,7/14/2013,"sun-drenched, huge room for April!",Brooklyn,Apartment,,Private room,11237,1,1,0,65,
5357368,3/7/2013,Cheap living room 20 min Times Sq!!,Queens,Apartment,80,Shared room,11377,1,1,9,49,82
26538839,1/22/2015,Cozy private room for 2 + Breakfast,Queens,Apartment,,Private room,11378,1,1,0,70,
30727510,4/6/2015,Full size bedroom facing garden,Brooklyn,Apartment,,Private room,11213,1,1,0,46,
3905432,10/17/2012,Historic Harlem 3,Manhattan,House,100,Private room,10030,1,1,2,100,100
23677128,11/12/2014,Artist Loft in Greenpoint/Williamsb,Brooklyn,Apartment,,Private room,11222,1,1,0,80,
7321253,7/6/2013,"Large, Bright Williamsburg Loft",Brooklyn,Apartment,,Entire home/apt,11249,1,1,0,220,
1039,7/25/2008,Big Greenpoint 1BD w/ Skyline View,Brooklyn,Apartment,100,Entire home/apt,11222,1,1,4,149,100
5554725,3/20/2013,Hidden Brooklyn Gem Close To City,Brooklyn,Apartment,100,Entire home/apt,11216,2,1,1,200,100
2343136,5/10/2012,Spacious brownstone parlour,Brooklyn,Apartment,90,Entire home/apt,11201,1,1,2,175,90
149430,6/21/2010,Room in nice apartment in N.Y.C.,Manhattan,Apartment,80,Private room,10029,2,1,13,80,82
40390372,8/3/2015,Charming 1BR in heart of NYC,Manhattan,Apartment,,Entire home/apt,10036,1,1,0,180,
3751491,10/3/2012,Brownstone @ Park Slope,Brooklyn,House,,Private room,11215,1,1,0,130,
10730909,12/20/2013,2 Bedroom in Kips Bay,Manhattan,Apartment,,Entire home/apt,10016,2,1,0,750,
6994503,6/19/2013,Olivier,Manhattan,Apartment,90,Private room,10024,2,1,3,160,93
6932195,6/15/2013,Our home is your home.(Vegetarian),Queens,House,,Entire home/apt,11366,5,1,0,350,
21164868,9/10/2014,COMFY ROOM #3 ~ AMAZING LOCATION!!!,Brooklyn,Apartment,85,Private room,11249,1,1,11,199,89
11354707,1/16/2014,Cozy Apt 10 minutes to Central Park,Queens,Apartment,,Entire home/apt,11106,1,1,0,125,
3226678,8/11/2012,Chic Chelsea Brownstone- Highline,Manhattan,Apartment,95,Entire home/apt,10011,1,1,18,320,98
17086411,6/21/2014,Elegant Townhouse w/ Garden & Bikes,Brooklyn,House,100,Entire home/apt,11231,7,1,3,400,100
25551,7/14/2009,williamsburg design // with balcony,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,20,199,97
328116,12/27/2010,HK Contemporary Luxury,Manhattan,Apartment,95,Shared room,10018,1,1,6,149,97
1528091,12/22/2011,Brownstone for 2 Near Best of NY!,Brooklyn,House,90,Entire home/apt,11238,1,1,23,155,94
23452668,11/7/2014,Charming Studio in Manhattan,Manhattan,Apartment,95,Entire home/apt,10016,1,1,9,150,96
13625960,3/28/2014,Spacious Private Room ard Columbia,Manhattan,Apartment,80,Private room,10027,1,1,1,40,80
38101644,7/10/2015,"Bedroom in Financial District, NYC",Manhattan,Apartment,,Private room,10006,1,1,1,65,
3173147,8/6/2012,Home at Lower East Side,Manhattan,Apartment,85,Private room,10002,1,1,7,115,89
23915785,11/18/2014,West Village Studio,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,200,
394633,2/16/2011,Beautiful Flat With Garden Views,Brooklyn,Apartment,90,Entire home/apt,11205,2,1,8,185,92
7556987,7/17/2013,Fabulous UWS Apartment,Manhattan,Apartment,95,Entire home/apt,10025,4,1,4,100,95
11731168,1/28/2014,Cosy Bedroom in typical brownstone,Brooklyn,Apartment,100,Private room,11201,1,1,1,100,100
38700102,7/16/2015,4. Private room with bunk bed,Brooklyn,House,,Private room,11225,1,1,0,45,
22738480,10/19/2014,Spacious Bklyn Apt Near Manhattan,Brooklyn,Apartment,100,Private room,11201,1,1,1,100,100
28370040,2/25/2015,Cozy Artist Haven in Bushwick,Brooklyn,Apartment,80,Private room,11207,1,1,2,60,80
196764,8/9/2010,2 room for one deal 4 to 6 persons,Bronx,Apartment,85,Private room,10472,4,1,5,120,87
8361683,8/24/2013,Upper East Side Studio w/Kitchen,Manhattan,Apartment,100,Entire home/apt,10028,1,1,2,105,100
9442045,10/15/2013,Entire Park Slope Brownstone,Brooklyn,House,90,Entire home/apt,11217,6,1,17,650,94
33211721,5/12/2015,Cozy Bedroom w/ Private Bathroom,Brooklyn,Apartment,80,Private room,11221,1,1,1,35,80
29895330,3/23/2015,Cobble Hill 3BR/2BA,Brooklyn,Apartment,100,Entire home/apt,11231,4,1,5,175,100
6140480,4/29/2013,1 Room in awesome LES 3 Bedroom,Manhattan,Apartment,,Private room,10002,1,1,0,75,
2127057,4/12/2012,Luxury Hip Funky Brand New LES Apt,Manhattan,Apartment,,Private room,10002,1,1,0,145,
716064,6/18/2011,Old Garage Designer Loft,Brooklyn,Loft,95,Entire home/apt,11211,3,1,15,270,97
23356893,11/4/2014,PRIVATE BEDROOM & BATH IN TRIBECA,Manhattan,Loft,95,Private room,10013,1,1,40,120,99
1004823,8/22/2011,Stylish 1 Bedroom in Prime SoHo,Manhattan,Apartment,90,Entire home/apt,10012,1,1,69,200,91
2565117,6/6/2012,"Studio, Balcony  w Great View",Manhattan,Apartment,85,Entire home/apt,10037,1,1,1,150,89
21058345,9/7/2014,Private bed and bathroom for rent!!,Queens,Apartment,,Private room,11374,1,1,0,125,
26901889,1/29/2015,Art Deco Chelsea Apartment,Manhattan,Apartment,95,Private room,10011,1,1,8,110,98
1190019,9/21/2011,SERENE OASIS IN MID-TOWN MANHATTAN,Manhattan,Apartment,95,Private room,10022,1,1,150,115,97
20207682,8/18/2014,Big 2BD with Balcony Great Location,Brooklyn,Apartment,90,Entire home/apt,11211,2,1,10,250,91
269710,10/24/2010,Downtown Filmmaker Loft next to WTC,Manhattan,Loft,95,Entire home/apt,10006,5,1,13,379,98
4442608,12/19/2012,Great Room in Shared Apt (A),Manhattan,Apartment,100,Private room,10035,1,1,2,60,100
21524809,9/19/2014,Unique BK- Manhattan in 10-15 min,Brooklyn,Apartment,95,Private room,11216,2,1,15,75,96
6876416,6/12/2013,Huge Clean Central 2 bed 2 bath,Manhattan,Apartment,,Entire home/apt,10011,2,1,0,1000,
31697559,4/22/2015,Perfect Studio in the West Village,Manhattan,Apartment,,Private room,10014,1,1,0,200,
11309858,1/14/2014,Handsome Pre-War Apartment (1BR),Manhattan,Apartment,95,Entire home/apt,10018,2,1,1,200,97
2637050,6/14/2012,Brooklyn loft with a Manhattan view,Brooklyn,Loft,95,Entire home/apt,11205,2,1,27,300,96
42782549,8/28/2015,Big living room in Central Harlem!,Manhattan,Apartment,,Private room,10030,1,1,0,59,
30669346,4/5/2015,Young's Twin bed studio,Manhattan,Apartment,90,Entire home/apt,10001,2,1,3,189,90
21164868,9/10/2014,COMFY ROOM #1 ~ AMAZING LOCATION!!!,Brooklyn,Apartment,85,Private room,11249,2,1,11,199,89
13596401,3/27/2014,GREAT LOCATION IN NEW YORK CITY,Manhattan,Apartment,95,Entire home/apt,10011,1,1,23,181,95
11895924,2/3/2014,"SUNNY ROOFTOP GARDEN, Renovated APT",Brooklyn,Apartment,90,Entire home/apt,11207,5,1,31,90,94
12126186,2/10/2014,Amazing 4400 Sq Ft Duplex Loft!!!,Brooklyn,Apartment,100,Private room,11217,1,1,1,250,100
1215639,9/27/2011,perfectly located 1 BR with garden,Brooklyn,Apartment,90,Entire home/apt,11222,1,1,2,110,90
1169249,9/16/2011,Avail this wkd: W Village 1BR,Manhattan,Apartment,90,Entire home/apt,10014,1,1,23,180,94
34403316,5/27/2015,Cozy Private Apartment!!!,Manhattan,Apartment,90,Entire home/apt,10029,1,1,8,135,90
13596953,3/27/2014,Sunny apt in heart of East Village,Manhattan,Apartment,95,Private room,10003,1,1,16,110,96
166303,7/14/2010,Awesome Centrally located BK Apt,Brooklyn,Apartment,80,Entire home/apt,11201,2,1,1,250,80
24744574,12/11/2014,Roosevelt Islander's Studio,Manhattan,Apartment,,Entire home/apt,10044,1,1,1,109,
11440598,1/19/2014,Huge One Bedroom near Prospect Park,Brooklyn,Apartment,100,Entire home/apt,11226,1,1,1,110,100
9772483,11/2/2013,Couch or Floor Mattress in Livng Rm,Brooklyn,Apartment,100,Shared room,11216,2,1,1,30,100
12096044,2/9/2014,Comfy Room in Hip East Williamsburg,Brooklyn,Apartment,85,Private room,11237,1,1,18,65,88
3816303,10/9/2012,Cozy Room Close to Manhattan,Queens,Apartment,100,Private room,11102,1,1,1,63,100
34855737,6/2/2015,Classy 1 Bedr. Upper East Side Apt.,Manhattan,Apartment,90,Entire home/apt,10128,1,1,8,250,90
6680071,6/1/2013,Cozy room near LES/Chinatown,Manhattan,Apartment,80,Private room,10002,1,1,1,80,80
41147578,8/11/2015,Manhattan Club (1 bedroom/Sleeps 4),Manhattan,Apartment,,Entire home/apt,10019,2,1,0,430,
1698844,2/4/2012,SPRING ST 2 BEDROOM APT,Manhattan,Apartment,95,Entire home/apt,10012,3,1,11,300,96
1904649,3/11/2012,"Large & bright Wburg 1BR, sleeps 4",Brooklyn,Apartment,100,Entire home/apt,11211,2,1,9,165,100
21979970,9/30/2014,Elegant furnished 1BR apartment,Queens,House,100,Entire home/apt,11365,1,1,3,125,100
10973049,1/2/2014,Cozy One Bedroom Apartment,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,1,100,100
9799242,11/4/2013,Pre-War Apartment with Terrace,Brooklyn,Apartment,80,Entire home/apt,11213,5,1,1,175,80
38710325,7/16/2015,Amazing view right in heart of NYC,Manhattan,Apartment,,Entire home/apt,10006,1,1,0,200,
21508828,9/19/2014,One Bedroom Uptown Manhattan,Manhattan,Apartment,85,Entire home/apt,10033,1,1,9,125,88
5224789,2/25/2013,Lovely 1bdrm in Financial District,Manhattan,Apartment,100,Entire home/apt,10005,1,1,1,125,100
42512488,8/25/2015,Beautiful 1 Bed Downtown Brooklyn,Brooklyn,Apartment,,Entire home/apt,11201,1,1,0,140,
38469988,7/14/2015,Newly renovated 1 BR PRIME LOCATION,Manhattan,Apartment,,Entire home/apt,10002,2,1,0,139,
2577070,6/7/2012,Cozy bedroom in Manhattan. Village!,Manhattan,Apartment,80,Private room,10009,1,1,2,90,80
39976956,7/29/2015,Modern 1-br apt with balcony,Manhattan,Apartment,,Entire home/apt,10036,1,1,1,200,
6270968,5/7/2013,Luxurious Prospect Flat,Brooklyn,House,,Private room,11225,1,1,0,80,
5164783,2/20/2013,Small one bedroom in Chelsea!,Manhattan,Apartment,100,Entire home/apt,10011,1,1,6,175,100
4913447,1/30/2013,It's Always Sunny on Prospect!,Brooklyn,Apartment,90,Private room,11238,1,1,38,74,92
2108853,4/10/2012,luxury 1 BedRoom Apt Hells Kitchen,Manhattan,Apartment,95,Entire home/apt,10018,1,1,17,307,98
24120303,11/24/2014,Shared Comfy Room (BL) – Bushwick,Brooklyn,Loft,,Shared room,11206,1,1,0,45,
26441790,1/20/2015,Comfy & Close to Downtown Manhattan,Brooklyn,Apartment,,Private room,11206,1,1,0,55,
1344219,10/28/2011,Sunny Loft 3 minutes from Manhattan,Bronx,Loft,,Private room,10454,2,1,0,60,
8732038,9/9/2013,Private Bedroom in Large Apartment,Queens,Apartment,,Private room,11377,1,1,0,100,
8502290,8/28/2013,Apartment Studio in Upper West Side,Manhattan,Apartment,90,Entire home/apt,10025,2,1,2,125,90
41464907,8/14/2015,Best location in manhattan,Manhattan,Apartment,100,Entire home/apt,10016,1,1,1,90,100
26925894,1/29/2015,East Village Studio Like Room,Manhattan,Apartment,80,Shared room,10009,1,1,1,80,80
15652930,5/17/2014,AFFORDABLE PERFECTLY LOCATED ROOM,Manhattan,Apartment,95,Private room,10026,1,1,16,75,95
17475002,6/30/2014,west village perfect location 1 BDR,Manhattan,Apartment,80,Entire home/apt,10014,1,1,2,210,80
16792201,6/14/2014,A soho gateway for weekly traveler!,Manhattan,Apartment,,Private room,10012,1,1,0,190,
394746,2/16/2011,Nolita Room for Rent,Manhattan,Apartment,100,Private room,10012,1,1,10,98,100
2446219,5/23/2012,10min Walk & 15mins to Tourist Spot,Queens,House,95,Private room,11372,1,1,103,77,98
9977292,11/12/2013,Huge Bedroom 1 min from Astoria Blv,Queens,Apartment,100,Private room,11102,1,1,4,50,100
2822805,7/3/2012,"Gorgeous Sun-filled Room, Chic Apt",Brooklyn,Apartment,90,Private room,11216,1,1,12,64,90
216338,8/29/2010,Sunny One Bedroom in Cobble Hill,Brooklyn,Apartment,95,Entire home/apt,11201,1,1,12,165,98
11152002,1/9/2014,Cozy Room in East Village Apt,Manhattan,Apartment,100,Private room,10009,1,1,1,90,100
40234307,8/1/2015,1 BDR Apt in Upper East Side NYC,Manhattan,Apartment,,Entire home/apt,10128,1,1,0,150,
2674592,6/18/2012,Yin Yang Room with A/C!,Manhattan,Apartment,90,Private room,10031,1,1,69,76,90
1698391,2/4/2012,Charming Bedroom in Midtown NYC,Manhattan,Apartment,90,Private room,10036,1,1,19,95,92
42058300,8/20/2015,Spacious Studio in Chelsea,Manhattan,Apartment,,Entire home/apt,10011,1,1,0,200,
6134910,4/28/2013,Huge 2br Loft w Elevator/Laundry,Brooklyn,Apartment,,Entire home/apt,11249,3,1,0,249,
9246946,10/5/2013,Cozy Apt in the Heart of Manahattan,Manhattan,Apartment,100,Shared room,10036,1,1,2,69,100
1927871,3/15/2012,Clean modern sunny with amenities!,Brooklyn,Apartment,,Private room,11234,1,1,0,99,
32064442,4/27/2015,Cozy Guesthouse,Brooklyn,House,70,Shared room,11235,4,1,7,34,74
14986358,5/1/2014,2 bedroom apartment balcony,Brooklyn,Apartment,,Entire home/apt,11213,3,1,1,100,
3704762,9/28/2012,"Beautiful, modern SoHo/TriBeCa apt",Manhattan,Apartment,100,Entire home/apt,10013,2,1,3,224,100
25468442,1/1/2015,Perfectly Located Brooklyn Studio,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,10,98,95
16345041,6/3/2014,★Time square lovely two bed room★,Manhattan,Apartment,65,Entire home/apt,10019,3,1,20,275,66
36803490,6/26/2015,Bedroom w Private Bathroom/Backyard,Brooklyn,Apartment,,Private room,11237,1,1,0,80,
34289676,5/26/2015,One Bedroom in First Floor Duplex,Manhattan,Apartment,,Private room,10014,1,1,0,225,
8779221,9/11/2013,Hanging Guest Room in a Loft + Bike,Brooklyn,Loft,95,Private room,11206,1,1,8,80,98
8564567,9/1/2013,"Beautiful&large 2B,doorman,balcony",Manhattan,Apartment,80,Entire home/apt,10075,3,1,1,210,80
3053578,7/25/2012,Large 1 BDR Apt on the UWS,Manhattan,Apartment,100,Entire home/apt,10025,2,1,2,175,100
8052095,8/9/2013,Perfect 1BD in the heart of NYC,Manhattan,Apartment,,Entire home/apt,10019,1,1,0,225,
23614644,11/11/2014,Hip apt in the East Village,Manhattan,Apartment,,Entire home/apt,10009,1,1,0,200,
8384058,8/25/2013,GREAT COZY APT,Manhattan,Apartment,85,Entire home/apt,10037,1,1,14,98,89
23332777,11/4/2014,Couch surfer? Here's the best spot,Manhattan,Apartment,,Private room,10032,1,1,0,55,
12881527,3/6/2014,"Large Brooklyn 2 BR apt, sleeps 4-5",Brooklyn,Apartment,90,Entire home/apt,11216,2,1,2,175,90
15815124,5/21/2014,Large room in two-story Brownstone,Brooklyn,House,95,Private room,11238,1,1,12,95,95
25500607,1/2/2015,Spacious 1 BDRM Duplex,Manhattan,Apartment,100,Entire home/apt,10039,1,1,4,110,100
637451,5/28/2011,Cosy apt in the Upper East Side,Manhattan,Apartment,85,Private room,10065,1,1,67,89,87
